date,close
2000-01-03,5.875
2000-01-04,5.550000190734863
2000-01-05,5.49399995803833
2000-01-06,5.474999904632568
2000-01-07,5.5
2000-01-10,5.61299991607666
2000-01-11,5.474999904632568
2000-01-12,5.482999801635742
2000-01-13,5.324999809265137
2000-01-14,5.400000095367432
2000-01-17,5.3379998207092285
2000-01-18,5.36299991607666
2000-01-19,5.324999809265137
2000-01-20,5.313000202178955
2000-01-21,5.199999809265137
2000-01-24,5.163000106811523
2000-01-25,5.163000106811523
2000-01-26,5.224999904632568
2000-01-27,5.188000202178955
2000-01-28,5.188000202178955
2000-01-31,5.10099983215332
2000-02-01,5.199999809265137
2000-02-02,5.300000190734863
2000-02-03,5.449999809265137
2000-02-04,5.5879998207092285
2000-02-07,5.625
2000-02-08,5.75
2000-02-09,5.625
2000-02-10,5.4629998207092285
2000-02-11,5.288000106811523
2000-02-14,5.2129998207092285
2000-02-15,5.313000202178955
2000-02-16,5.73799991607666
2000-02-17,5.688000202178955
2000-02-18,5.563000202178955
2000-02-21,5.550000190734863
2000-02-22,5.525000095367432
2000-02-23,5.563000202178955
2000-02-24,5.7129998207092285
2000-02-25,5.86299991607666
2000-02-28,5.75
2000-02-29,5.775000095367432
2000-03-01,5.875
2000-03-02,5.8379998207092285
2000-03-03,6.038000106811523
2000-03-06,6.038000106811523
2000-03-07,6.038000106811523
2000-03-08,6.181000232696533
2000-03-09,6.39900016784668
2000-03-10,6.2129998207092285
2000-03-13,6.2129998207092285
2000-03-14,5.813000202178955
2000-03-15,5.888000011444092
2000-03-16,5.925000190734863
2000-03-17,5.86299991607666
2000-03-20,5.688000202178955
2000-03-21,5.800000190734863
2000-03-22,5.814000129699707
2000-03-23,5.813000202178955
2000-03-24,5.813000202178955
2000-03-27,6.25
2000-03-28,5.98799991607666
2000-03-29,5.9629998207092285
2000-03-30,5.824999809265137
2000-03-31,5.900000095367432
2000-04-03,5.849999904632568
2000-04-04,5.818999767303467
2000-04-05,6.063000202178955
2000-04-06,6.150000095367432
2000-04-07,6.188000202178955
2000-04-10,6.050000190734863
2000-04-11,5.900000095367432
2000-04-12,6.0370001792907715
2000-04-13,5.900000095367432
2000-04-14,5.900000095367432
2000-04-17,5.25
2000-04-18,5.413000106811523
2000-04-19,5.0879998207092285
2000-04-20,5.099999904632568
2000-04-21,5.099999904632568
2000-04-24,5.0
2000-04-25,5.449999809265137
2000-04-26,5.36899995803833
2000-04-27,5.375
2000-04-28,5.375999927520752
2000-05-01,5.375999927520752
2000-05-02,5.50600004196167
2000-05-03,5.48799991607666
2000-05-04,5.474999904632568
2000-05-05,5.48799991607666
2000-05-08,5.49399995803833
2000-05-09,5.499000072479248
2000-05-10,5.400000095367432
2000-05-11,5.311999797821045
2000-05-12,5.306000232696533
2000-05-15,5.400000095367432
2000-05-16,5.574999809265137
2000-05-17,5.513000011444092
2000-05-18,5.538000106811523
2000-05-19,5.413000106811523
2000-05-22,5.25600004196167
2000-05-23,5.324999809265137
2000-05-24,5.23799991607666
2000-05-25,5.313000202178955
2000-05-26,5.250999927520752
2000-05-29,5.300000190734863
2000-05-30,5.315999984741211
2000-05-31,5.23799991607666
2000-06-01,5.5
2000-06-02,5.813000202178955
2000-06-05,5.789999961853027
2000-06-06,5.789999961853027
2000-06-07,6.24399995803833
2000-06-08,6.276000022888184
2000-06-09,6.275000095367432
2000-06-12,6.23799991607666
2000-06-13,6.23199987411499
2000-06-14,6.163000106811523
2000-06-15,6.168000221252441
2000-06-16,6.288000106811523
2000-06-19,6.324999809265137
2000-06-20,6.36299991607666
2000-06-21,6.438000202178955
2000-06-22,6.438000202178955
2000-06-23,6.43874979019165
2000-06-26,6.5625
2000-06-27,6.625
2000-06-28,6.862500190734863
2000-06-29,6.650000095367432
2000-06-30,6.8125
2000-07-03,7.0
2000-07-04,7.150000095367432
2000-07-05,6.974999904632568
2000-07-06,6.974999904632568
2000-07-07,6.706250190734863
2000-07-10,6.731249809265137
2000-07-11,6.40625
2000-07-12,6.3125
2000-07-13,6.054999828338623
2000-07-14,6.1875
2000-07-17,6.1875
2000-07-18,6.125
2000-07-19,6.212500095367432
2000-07-20,6.550000190734863
2000-07-21,6.4375
2000-07-24,6.375
2000-07-25,6.037499904632568
2000-07-26,6.09375
2000-07-27,5.99875020980835
2000-07-28,5.775000095367432
2000-07-31,5.852499961853027
2000-08-01,5.6875
2000-08-02,5.81374979019165
2000-08-03,5.829999923706055
2000-08-04,5.8125
2000-08-07,5.945000171661377
2000-08-08,5.743750095367432
2000-08-09,5.631249904632568
2000-08-10,6.1875
2000-08-11,6.237500190734863
2000-08-14,6.224999904632568
2000-08-15,6.300000190734863
2000-08-16,6.375
2000-08-17,6.625
2000-08-18,6.49875020980835
2000-08-21,6.368750095367432
2000-08-22,6.4375
2000-08-23,6.586249828338623
2000-08-24,6.5625
2000-08-25,6.6875
2000-08-28,6.612500190734863
2000-08-29,6.800000190734863
2000-08-30,7.0625
2000-08-31,6.887499809265137
2000-09-01,6.9375
2000-09-04,6.892499923706055
2000-09-05,6.851250171661377
2000-09-06,7.112500190734863
2000-09-07,7.112500190734863
2000-09-08,7.0625
2000-09-11,7.199999809265137
2000-09-12,7.076250076293945
2000-09-13,7.0
